id,attraction_name,attraction_url,rating,review_count,rating_details,category,description,city,languages_count,images_folder,images_path,images_count,images_list,status
34,Hijama Marrakech Cupping Therapy Services,/Attraction_Review-g293734-d24915475-Reviews-Hijama_Marrakech_Cupping_Therapy_Services-Marrakech_Marrakech_Safi.html,5.0,90,"[{""rating"": ""Excellent"", ""count"": 89}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Spas,Spas,Marrakech,3,attractions_images/hijama-marrakech-cupping-therapy-services/,"[""hijama-marrakech-cupping-therapy-services01.jpg"", ""hijama-marrakech-cupping-therapy-services02.jpg"", ""hijama-marrakech-cupping-therapy-services03.jpg"", ""hijama-marrakech-cupping-therapy-services04.jpg"", ""hijama-marrakech-cupping-therapy-services05.jpg""]",5,"['hijama-marrakech-cupping-therapy-services01.jpg', 'hijama-marrakech-cupping-therapy-services02.jpg', 'hijama-marrakech-cupping-therapy-services03.jpg', 'hijama-marrakech-cupping-therapy-services04.jpg', 'hijama-marrakech-cupping-therapy-services05.jpg']",MATCHED
35,Farm to Table Marrakech,/Attraction_Review-g293734-d19109750-Reviews-Farm_to_Table_Marrakech-Marrakech_Marrakech_Safi.html,5.0,107,"[{""rating"": ""Excellent"", ""count"": 106}, {""rating"": ""Very good"", ""count"": 4}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Cooking Classes,Cooking Classes,Marrakech,6,attractions_images/farm-to-table-marrakech/,"[""farm-to-table-marrakech01.jpg"", ""farm-to-table-marrakech02.jpg"", ""farm-to-table-marrakech03.jpg"", ""farm-to-table-marrakech04.jpg"", ""farm-to-table-marrakech05.jpg""]",5,"['farm-to-table-marrakech01.jpg', 'farm-to-table-marrakech02.jpg', 'farm-to-table-marrakech03.jpg', 'farm-to-table-marrakech04.jpg', 'farm-to-table-marrakech05.jpg']",MATCHED
36,Céline Spa,/Attraction_Review-g293734-d26135550-Reviews-Celine_Spa-Marrakech_Marrakech_Safi.html,5.0,100,"[{""rating"": ""Excellent"", ""count"": 99}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 2}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 0}]",Hammams &,Hammams & Turkish Baths,Marrakech,6,attractions_images/céline-spa/,"[""cline-spa01.jpg"", ""cline-spa02.jpg"", ""cline-spa03.jpg"", ""cline-spa04.jpg"", ""cline-spa05.jpg""]",5,"['cline-spa01.jpg', 'cline-spa02.jpg', 'cline-spa03.jpg', 'cline-spa04.jpg', 'cline-spa05.jpg']",MATCHED
37,Les Randos des Dunes,/Attraction_Review-g298349-d7692237-Reviews-Les_Randos_des_Dunes-Essaouira_Marrakech_Safi.html,5.0,689,"[{""rating"": ""Excellent"", ""count"": 639}, {""rating"": ""Very good"", ""count"": 42}, {""rating"": ""Average"", ""count"": 3}, {""rating"": ""Poor"", ""count"": 2}, {""rating"": ""Terrible"", ""count"": 3}]",Horseback Riding,Horseback Riding Tours,Essaouira,17,attractions_images/les-randos-des-dunes/,"[""les-randos-des-dunes01.jpg"", ""les-randos-des-dunes02.jpg"", ""les-randos-des-dunes03.jpg"", ""les-randos-des-dunes04.jpg"", ""les-randos-des-dunes05.jpg""]",5,"['les-randos-des-dunes01.jpg', 'les-randos-des-dunes02.jpg', 'les-randos-des-dunes03.jpg', 'les-randos-des-dunes04.jpg', 'les-randos-des-dunes05.jpg']",MATCHED
38,Atelier De Cuisine Chef Tarik Orty-Ct,/Attraction_Review-g293734-d6530897-Reviews-Atelier_De_Cuisine_Chef_Tarik_Orty_Ct-Marrakech_Marrakech_Safi.html,5.0,611,"[{""rating"": ""Excellent"", ""count"": 579}, {""rating"": ""Very good"", ""count"": 27}, {""rating"": ""Average"", ""count"": 3}, {""rating"": ""Poor"", ""count"": 2}, {""rating"": ""Terrible"", ""count"": 0}]",Cooking Classes,Cooking Classes,Marrakech,9,attractions_images/atelier-de-cuisine-chef-tarik-orty-ct/,"[""atelier-de-cuisine-chef-tarik-orty-ct01.jpg"", ""atelier-de-cuisine-chef-tarik-orty-ct02.jpg"", ""atelier-de-cuisine-chef-tarik-orty-ct03.jpg"", ""atelier-de-cuisine-chef-tarik-orty-ct04.jpg"", ""atelier-de-cuisine-chef-tarik-orty-ct05.jpg""]",5,"['atelier-de-cuisine-chef-tarik-orty-ct01.jpg', 'atelier-de-cuisine-chef-tarik-orty-ct02.jpg', 'atelier-de-cuisine-chef-tarik-orty-ct03.jpg', 'atelier-de-cuisine-chef-tarik-orty-ct04.jpg', 'atelier-de-cuisine-chef-tarik-orty-ct05.jpg']",MATCHED
39,Rachid Taxi Essaouira,/Attraction_Review-g298349-d11891633-Reviews-Rachid_Taxi_Essaouira-Essaouira_Marrakech_Safi.html,5.0,332,"[{""rating"": ""Excellent"", ""count"": 331}, {""rating"": ""Very good"", ""count"": 4}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",Taxis &,Taxis & Shuttles,Essaouira,11,attractions_images/rachid-taxi-essaouira/,"[""rachid-taxi-essaouira01.jpg"", ""rachid-taxi-essaouira02.jpg"", ""rachid-taxi-essaouira03.jpg"", ""rachid-taxi-essaouira04.jpg"", ""rachid-taxi-essaouira05.jpg""]",5,"['rachid-taxi-essaouira01.jpg', 'rachid-taxi-essaouira02.jpg', 'rachid-taxi-essaouira03.jpg', 'rachid-taxi-essaouira04.jpg', 'rachid-taxi-essaouira05.jpg']",MATCHED
40,Taxi 2 Essaouira,/Attraction_Review-g298349-d17648662-Reviews-Taxi_2_Essaouira-Essaouira_Marrakech_Safi.html,5.0,202,"[{""rating"": ""Excellent"", ""count"": 202}, {""rating"": ""Very good"", ""count"": 4}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Taxis &,Taxis & Shuttles,Essaouira,11,attractions_images/taxi-2-essaouira/,"[""taxi-2-essaouira01.jpg"", ""taxi-2-essaouira02.jpg"", ""taxi-2-essaouira03.jpg"", ""taxi-2-essaouira04.jpg"", ""taxi-2-essaouira05.jpg""]",5,"['taxi-2-essaouira01.jpg', 'taxi-2-essaouira02.jpg', 'taxi-2-essaouira03.jpg', 'taxi-2-essaouira04.jpg', 'taxi-2-essaouira05.jpg']",MATCHED
41,LAMAI CHEF,/Attraction_Review-g293734-d25264334-Reviews-LAMAI_CHEF-Marrakech_Marrakech_Safi.html,5.0,328,"[{""rating"": ""Excellent"", ""count"": 333}, {""rating"": ""Very good"", ""count"": 3}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 0}]",Cooking Classes,Cooking Classes,Marrakech,13,attractions_images/lamai-chef/,"[""lamai-chef01.jpg"", ""lamai-chef02.jpg"", ""lamai-chef03.jpg"", ""lamai-chef04.jpg"", ""lamai-chef05.jpg""]",5,"['lamai-chef01.jpg', 'lamai-chef02.jpg', 'lamai-chef03.jpg', 'lamai-chef04.jpg', 'lamai-chef05.jpg']",MATCHED
42,Cook in Marrakesh with Ahmed and Hassan,/Attraction_Review-g293734-d25241502-Reviews-Cook_in_Marrakesh_with_Ahmed_and_Hassan-Marrakech_Marrakech_Safi.html,5.0,289,"[{""rating"": ""Excellent"", ""count"": 298}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Cooking Classes,Cooking Classes,Marrakech,10,attractions_images/cook-in-marrakesh-with-ahmed-and-hassan/,"[""cook-in-marrakesh-with-ahmed-and-hassan01.jpg"", ""cook-in-marrakesh-with-ahmed-and-hassan02.jpg"", ""cook-in-marrakesh-with-ahmed-and-hassan03.jpg"", ""cook-in-marrakesh-with-ahmed-and-hassan04.jpg"", ""cook-in-marrakesh-with-ahmed-and-hassan05.jpg""]",5,"['cook-in-marrakesh-with-ahmed-and-hassan01.jpg', 'cook-in-marrakesh-with-ahmed-and-hassan02.jpg', 'cook-in-marrakesh-with-ahmed-and-hassan03.jpg', 'cook-in-marrakesh-with-ahmed-and-hassan04.jpg', 'cook-in-marrakesh-with-ahmed-and-hassan05.jpg']",MATCHED
43,Sahara Shop,/Attraction_Review-g293734-d27454217-Reviews-Sahara_Shop-Marrakech_Marrakech_Safi.html,5.0,91,"[{""rating"": ""Excellent"", ""count"": 91}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Speciality &,Speciality & Gift Shops,Marrakech,8,attractions_images/sahara-shop/,"[""sahara-shop01.jpg"", ""sahara-shop02.jpg"", ""sahara-shop03.jpg"", ""sahara-shop04.jpg"", ""sahara-shop05.jpg""]",5,"['sahara-shop01.jpg', 'sahara-shop02.jpg', 'sahara-shop03.jpg', 'sahara-shop04.jpg', 'sahara-shop05.jpg']",MATCHED
44,Marrakech By Air,/Attraction_Review-g293734-d1598688-Reviews-Marrakech_By_Air-Marrakech_Marrakech_Safi.html,5.0,2340,"[{""rating"": ""Excellent"", ""count"": 2113}, {""rating"": ""Very good"", ""count"": 194}, {""rating"": ""Average"", ""count"": 35}, {""rating"": ""Poor"", ""count"": 13}, {""rating"": ""Terrible"", ""count"": 17}]",Safaris Balloon,Safaris Balloon Rides,Marrakech,15,attractions_images/marrakech-by-air/,"[""marrakech-by-air01.jpg"", ""marrakech-by-air02.jpg"", ""marrakech-by-air03.jpg"", ""marrakech-by-air04.jpg"", ""marrakech-by-air05.jpg""]",5,"['marrakech-by-air01.jpg', 'marrakech-by-air02.jpg', 'marrakech-by-air03.jpg', 'marrakech-by-air04.jpg', 'marrakech-by-air05.jpg']",MATCHED
45,Khadija'a Kuzina,/Attraction_Review-g298349-d10080342-Reviews-Khadija_a_Kuzina-Essaouira_Marrakech_Safi.html,5.0,236,"[{""rating"": ""Excellent"", ""count"": 233}, {""rating"": ""Very good"", ""count"": 5}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",Cooking Classes,Cooking Classes,Essaouira,9,attractions_images/khadijaa-kuzina/,[],0,[],NO_MATCH
46,Taxi Marrakech Essaouira,/Attraction_Review-g298349-d15053534-Reviews-Taxi_Marrakech_Essaouira-Essaouira_Marrakech_Safi.html,5.0,224,"[{""rating"": ""Excellent"", ""count"": 232}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 2}]",Taxis &,Taxis & Shuttles,Essaouira,9,attractions_images/taxi-marrakech-essaouira/,"[""taxi-marrakech-essaouira01.jpg"", ""taxi-marrakech-essaouira02.jpg"", ""taxi-marrakech-essaouira03.jpg"", ""taxi-marrakech-essaouira04.jpg"", ""taxi-marrakech-essaouira05.jpg""]",5,"['taxi-marrakech-essaouira01.jpg', 'taxi-marrakech-essaouira02.jpg', 'taxi-marrakech-essaouira03.jpg', 'taxi-marrakech-essaouira04.jpg', 'taxi-marrakech-essaouira05.jpg']",MATCHED
47,Fatima Zahra ALAOUI,/Attraction_Review-g293734-d17559436-Reviews-Fatima_Zahra_ALAOUI-Marrakech_Marrakech_Safi.html,5.0,187,"[{""rating"": ""Excellent"", ""count"": 172}, {""rating"": ""Very good"", ""count"": 12}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 2}]",Cooking Classes,Cooking Classes,Marrakech,10,attractions_images/fatima-zahra-alaoui/,[],0,[],NO_MATCH
48,Marrakech Tour Guide,/Attraction_Review-g293734-d2355618-Reviews-Marrakech_Tour_Guide-Marrakech_Marrakech_Safi.html,5.0,1429,"[{""rating"": ""Excellent"", ""count"": 1395}, {""rating"": ""Very good"", ""count"": 30}, {""rating"": ""Average"", ""count"": 7}, {""rating"": ""Poor"", ""count"": 7}, {""rating"": ""Terrible"", ""count"": 5}]",City Tours,City Tours Cultural Tours,Marrakech,15,attractions_images/marrakech-tour-guide/,"[""marrakech-tour-guide01.jpg"", ""marrakech-tour-guide02.jpg"", ""marrakech-tour-guide03.jpg"", ""marrakech-tour-guide04.jpg"", ""marrakech-tour-guide05.jpg""]",5,"['marrakech-tour-guide01.jpg', 'marrakech-tour-guide02.jpg', 'marrakech-tour-guide03.jpg', 'marrakech-tour-guide04.jpg', 'marrakech-tour-guide05.jpg']",MATCHED
49,Morocco Inspiring Tours,/Attraction_Review-g293734-d8715716-Reviews-Morocco_Inspiring_Tours-Marrakech_Marrakech_Safi.html,5.0,3608,"[{""rating"": ""Excellent"", ""count"": 3555}, {""rating"": ""Very good"", ""count"": 68}, {""rating"": ""Average"", ""count"": 12}, {""rating"": ""Poor"", ""count"": 6}, {""rating"": ""Terrible"", ""count"": 1}]","4WD, ATV","4WD, ATV & Off-Road Tours Historical & Heritage Tours",Marrakech,16,attractions_images/morocco-inspiring-tours/,"[""morocco-inspiring-tours01.jpg"", ""morocco-inspiring-tours02.jpg"", ""morocco-inspiring-tours03.jpg"", ""morocco-inspiring-tours04.jpg"", ""morocco-inspiring-tours05.jpg""]",5,"['morocco-inspiring-tours01.jpg', 'morocco-inspiring-tours02.jpg', 'morocco-inspiring-tours03.jpg', 'morocco-inspiring-tours04.jpg', 'morocco-inspiring-tours05.jpg']",MATCHED
50,Ciel d'Afrique Hot Air Ballooning,/Attraction_Review-g293734-d1439299-Reviews-Ciel_d_Afrique_Hot_Air_Ballooning-Marrakech_Marrakech_Safi.html,5.0,2004,"[{""rating"": ""Excellent"", ""count"": 1892}, {""rating"": ""Very good"", ""count"": 76}, {""rating"": ""Average"", ""count"": 12}, {""rating"": ""Poor"", ""count"": 5}, {""rating"": ""Terrible"", ""count"": 25}]",Balloon Rides,Balloon Rides,Marrakech,16,attractions_images/ciel-dafrique-hot-air-ballooning/,[],0,[],NO_MATCH
51,Moroccan Cooking Classes at Dar Chef,/Attraction_Review-g293734-d19048648-Reviews-Moroccan_Cooking_Classes_at_Dar_Chef-Marrakech_Marrakech_Safi.html,5.0,94,"[{""rating"": ""Excellent"", ""count"": 89}, {""rating"": ""Very good"", ""count"": 5}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Cooking Classes,Cooking Classes,Marrakech,8,attractions_images/moroccan-cooking-classes-at-dar-chef/,"[""moroccan-cooking-classes-at-dar-chef01.jpg"", ""moroccan-cooking-classes-at-dar-chef02.jpg"", ""moroccan-cooking-classes-at-dar-chef03.jpg"", ""moroccan-cooking-classes-at-dar-chef04.jpg"", ""moroccan-cooking-classes-at-dar-chef05.jpg""]",5,"['moroccan-cooking-classes-at-dar-chef01.jpg', 'moroccan-cooking-classes-at-dar-chef02.jpg', 'moroccan-cooking-classes-at-dar-chef03.jpg', 'moroccan-cooking-classes-at-dar-chef04.jpg', 'moroccan-cooking-classes-at-dar-chef05.jpg']",MATCHED
52,Taxi Marrakech To Essaouira,/Attraction_Review-g298349-d17585209-Reviews-Taxi_Marrakech_To_Essaouira-Essaouira_Marrakech_Safi.html,5.0,111,"[{""rating"": ""Excellent"", ""count"": 110}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Taxis &,Taxis & Shuttles,Essaouira,6,attractions_images/taxi-marrakech-to-essaouira/,"[""taxi-marrakech-to-essaouira01.jpg"", ""taxi-marrakech-to-essaouira02.jpg"", ""taxi-marrakech-to-essaouira03.jpg"", ""taxi-marrakech-to-essaouira04.jpg"", ""taxi-marrakech-to-essaouira05.jpg""]",5,"['taxi-marrakech-to-essaouira01.jpg', 'taxi-marrakech-to-essaouira02.jpg', 'taxi-marrakech-to-essaouira03.jpg', 'taxi-marrakech-to-essaouira04.jpg', 'taxi-marrakech-to-essaouira05.jpg']",MATCHED
53,najlae el rhazi,/Attraction_Review-g293734-d17559305-Reviews-Najlae_el_rhazi-Marrakech_Marrakech_Safi.html,5.0,249,"[{""rating"": ""Excellent"", ""count"": 250}, {""rating"": ""Very good"", ""count"": 3}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Cooking Classes,Cooking Classes,Marrakech,8,attractions_images/najlae-el-rhazi/,"[""najlae-el-rhazi01.jpg"", ""najlae-el-rhazi02.jpg"", ""najlae-el-rhazi03.jpg"", ""najlae-el-rhazi04.jpg"", ""najlae-el-rhazi05.jpg""]",5,"['najlae-el-rhazi01.jpg', 'najlae-el-rhazi02.jpg', 'najlae-el-rhazi03.jpg', 'najlae-el-rhazi04.jpg', 'najlae-el-rhazi05.jpg']",MATCHED
54,Peter Brings You Everywhere,/Attraction_Review-g293734-d18379656-Reviews-Peter_Brings_You_Everywhere-Marrakech_Marrakech_Safi.html,5.0,209,"[{""rating"": ""Excellent"", ""count"": 206}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",Taxis &,Taxis & Shuttles,Marrakech,8,attractions_images/peter-brings-you-everywhere/,"[""peter-brings-you-everywhere01.jpg"", ""peter-brings-you-everywhere02.jpg"", ""peter-brings-you-everywhere03.jpg"", ""peter-brings-you-everywhere04.jpg"", ""peter-brings-you-everywhere05.jpg""]",5,"['peter-brings-you-everywhere01.jpg', 'peter-brings-you-everywhere02.jpg', 'peter-brings-you-everywhere03.jpg', 'peter-brings-you-everywhere04.jpg', 'peter-brings-you-everywhere05.jpg']",MATCHED
55,Venamarruecos,/Attraction_Review-g293734-d2374899-Reviews-Venamarruecos-Marrakech_Marrakech_Safi.html,5.0,1238,"[{""rating"": ""Excellent"", ""count"": 1177}, {""rating"": ""Very good"", ""count"": 66}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Historical & Heritage Tours,Marrakech,7,attractions_images/venamarruecos/,"[""venamarruecos01.jpg"", ""venamarruecos02.jpg"", ""venamarruecos03.jpg"", ""venamarruecos04.jpg"", ""venamarruecos05.jpg""]",5,"['venamarruecos01.jpg', 'venamarruecos02.jpg', 'venamarruecos03.jpg', 'venamarruecos04.jpg', 'venamarruecos05.jpg']",MATCHED
56,Monriad,/Attraction_Review-g293734-d18186384-Reviews-Monriad-Marrakech_Marrakech_Safi.html,5.0,135,"[{""rating"": ""Excellent"", ""count"": 137}, {""rating"": ""Very good"", ""count"": 5}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Cooking Classes,Cooking Classes,Marrakech,7,attractions_images/monriad/,"[""monriad01.jpg"", ""monriad02.jpg"", ""monriad03.jpg"", ""monriad04.jpg"", ""monriad05.jpg""]",5,"['monriad01.jpg', 'monriad02.jpg', 'monriad03.jpg', 'monriad04.jpg', 'monriad05.jpg']",MATCHED
57,Shared Morocco Desert Tours,/Attraction_Review-g293734-d19905756-Reviews-Shared_Morocco_Desert_Tours-Marrakech_Marrakech_Safi.html,5.0,101,"[{""rating"": ""Excellent"", ""count"": 98}, {""rating"": ""Very good"", ""count"": 3}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Taxis &,Taxis & Shuttles,Marrakech,5,attractions_images/shared-morocco-desert-tours/,"[""shared-morocco-desert-tours01.jpg"", ""shared-morocco-desert-tours02.jpg"", ""shared-morocco-desert-tours03.jpg"", ""shared-morocco-desert-tours04.jpg"", ""shared-morocco-desert-tours05.jpg""]",5,"['shared-morocco-desert-tours01.jpg', 'shared-morocco-desert-tours02.jpg', 'shared-morocco-desert-tours03.jpg', 'shared-morocco-desert-tours04.jpg', 'shared-morocco-desert-tours05.jpg']",MATCHED
58,Marrakech Desert Trips,/Attraction_Review-g293734-d10501245-Reviews-Marrakech_Desert_Trips-Marrakech_Marrakech_Safi.html,4.5,918,"[{""rating"": ""Excellent"", ""count"": 759}, {""rating"": ""Very good"", ""count"": 99}, {""rating"": ""Average"", ""count"": 24}, {""rating"": ""Poor"", ""count"": 21}, {""rating"": ""Terrible"", ""count"": 21}]","4WD, ATV","4WD, ATV & Off-Road Tours Private Tours",Marrakech,18,attractions_images/marrakech-desert-trips/,"[""marrakech-desert-trips01.jpg"", ""marrakech-desert-trips02.jpg"", ""marrakech-desert-trips03.jpg"", ""marrakech-desert-trips04.jpg"", ""marrakech-desert-trips05.jpg""]",5,"['marrakech-desert-trips01.jpg', 'marrakech-desert-trips02.jpg', 'marrakech-desert-trips03.jpg', 'marrakech-desert-trips04.jpg', 'marrakech-desert-trips05.jpg']",MATCHED
59,Medloc Maroc,/Attraction_Review-g293734-d7603729-Reviews-Medloc_Maroc-Marrakech_Marrakech_Safi.html,5.0,1254,"[{""rating"": ""Excellent"", ""count"": 1246}, {""rating"": ""Very good"", ""count"": 33}, {""rating"": ""Average"", ""count"": 3}, {""rating"": ""Poor"", ""count"": 2}, {""rating"": ""Terrible"", ""count"": 5}]",Cultural Tours,Cultural Tours Historical & Heritage Tours,Marrakech,13,attractions_images/medloc-maroc/,"[""medloc-maroc01.jpg"", ""medloc-maroc02.jpg"", ""medloc-maroc03.jpg"", ""medloc-maroc04.jpg"", ""medloc-maroc05.jpg""]",5,"['medloc-maroc01.jpg', 'medloc-maroc02.jpg', 'medloc-maroc03.jpg', 'medloc-maroc04.jpg', 'medloc-maroc05.jpg']",MATCHED
60,Marrakech Quad Evasion,/Attraction_Review-g293734-d5993270-Reviews-Marrakech_Quad_Evasion-Marrakech_Marrakech_Safi.html,5.0,1388,"[{""rating"": ""Excellent"", ""count"": 1308}, {""rating"": ""Very good"", ""count"": 73}, {""rating"": ""Average"", ""count"": 3}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 3}]","4WD, ATV","4WD, ATV & Off-Road Tours Nature & Wildlife Tours",Marrakech,12,attractions_images/marrakech-quad-evasion/,"[""marrakech-quad-evasion01.jpg"", ""marrakech-quad-evasion02.jpg"", ""marrakech-quad-evasion03.jpg"", ""marrakech-quad-evasion04.jpg"", ""marrakech-quad-evasion05.jpg""]",5,"['marrakech-quad-evasion01.jpg', 'marrakech-quad-evasion02.jpg', 'marrakech-quad-evasion03.jpg', 'marrakech-quad-evasion04.jpg', 'marrakech-quad-evasion05.jpg']",MATCHED
61,Marrakech Dream Ballooning,/Attraction_Review-g293734-d15227697-Reviews-Marrakech_Dream_Ballooning-Marrakech_Marrakech_Safi.html,5.0,2180,"[{""rating"": ""Excellent"", ""count"": 2087}, {""rating"": ""Very good"", ""count"": 81}, {""rating"": ""Average"", ""count"": 15}, {""rating"": ""Poor"", ""count"": 10}, {""rating"": ""Terrible"", ""count"": 20}]",Balloon Rides,Balloon Rides,Marrakech,17,attractions_images/marrakech-dream-ballooning/,"[""marrakech-dream-ballooning01.jpg"", ""marrakech-dream-ballooning02.jpg"", ""marrakech-dream-ballooning03.jpg"", ""marrakech-dream-ballooning04.jpg"", ""marrakech-dream-ballooning05.jpg""]",5,"['marrakech-dream-ballooning01.jpg', 'marrakech-dream-ballooning02.jpg', 'marrakech-dream-ballooning03.jpg', 'marrakech-dream-ballooning04.jpg', 'marrakech-dream-ballooning05.jpg']",MATCHED
62,Tour in Marocco,/Attraction_Review-g293734-d2160691-Reviews-Tour_in_Marocco-Marrakech_Marrakech_Safi.html,5.0,857,"[{""rating"": ""Excellent"", ""count"": 827}, {""rating"": ""Very good"", ""count"": 30}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 4}, {""rating"": ""Terrible"", ""count"": 1}]",City Tours,City Tours Cultural Tours,Marrakech,6,attractions_images/tour-in-marocco/,"[""tour-in-marocco01.jpg"", ""tour-in-marocco02.jpg"", ""tour-in-marocco03.jpg"", ""tour-in-marocco04.jpg"", ""tour-in-marocco05.jpg""]",5,"['tour-in-marocco01.jpg', 'tour-in-marocco02.jpg', 'tour-in-marocco03.jpg', 'tour-in-marocco04.jpg', 'tour-in-marocco05.jpg']",MATCHED
